Month,Year,Area,FunctionalGroup,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
October,2004,Shark,invertivore,5.805621897,0.829374549,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,planktivore,0.32317082,0.046167258,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,piscivore,1.2244091,0.174915585,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,detrivore,4.416420496,0.63091721,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,omnivore,0.446105227,0.063729322,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Taylor,invertivore,0.844589413,0.12065563,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,piscivore,0.41509893,0.05929985,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,detrivore,0.227424363,0.032489198,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,omnivore,0.268147981,0.038306854,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,algivore,0.0673584,0.00962263,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
September,2001,Shark,invertivore,4.349995232,0.621427899,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,omnivore,0.012909743,0.00184425,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,algivore,0.97450069,0.139214385,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,detrivore,0.287150555,0.04102151,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,piscivore,0.46404557,0.06629222,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Taylor,invertivore,1.394571163,0.199224451,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
September,2001,Taylor,omnivore,0.189323167,0.027046166,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
September,2001,Taylor,algivore,0.158319545,0.02261708,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
September,2001,Taylor,detrivore,9.159209288,1.30845847,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
