Month,Year,Area,SpeciesName,TotalSpeciesWeight,SpeciesBiomass
July,1996,Taylor,Heterandria formosa,0.66254701,0.09464957
July,1996,Taylor,Fundulus chrysotus,1.1462707,0.16375296
July,1996,Taylor,Elassoma evergladei,0.01116657,0.00159522
July,1996,Taylor,Poecilia latipinna,0.03339507,0.00477072
July,1996,Taylor,Heterandria formosa,0.12858792,0.0183697
July,1996,Taylor,Gambusia holbrooki,0.15023055,0.02146151
July,1996,Taylor,Lucania goodei,0.26172158,0.0373888
July,1996,Taylor,Jordanella floridae,0.4474546,0.06392209
July,1996,Taylor,Fundulus confluentus,0.5941839,0.08488341
July,1996,Taylor,Fundulus chrysotus,1.69833911,0.24261987
July,1996,Taylor,Elassoma evergladei,0.02902677,0.00414668
July,1996,Taylor,Fundulus chrysotus,0.03302062,0.00471723
July,1996,Taylor,Heterandria formosa,0.03772603,0.00538943
July,1996,Taylor,Poecilia latipinna,0.03839675,0.00548525
July,1996,Taylor,Cichlasoma uropthalmus,0.0465455,0.00664936
July,1996,Taylor,Gambusia holbrooki,0.04916403,0.00702343
July,1996,Taylor,Lucania goodei,0.12149736,0.01735677
July,1996,Taylor,Jordanella floridae,0.33840803,0.048344
July,1996,Taylor,Fundulus confluentus,0.37898602,0.05414086
July,1996,Taylor,Jordanella floridae,0.0786869,0.01124099
July,1996,Taylor,Heterandria formosa,0.08050855,0.01150122
July,1996,Taylor,Gambusia holbrooki,0.15075512,0.02153645
July,1996,Taylor,Erimyzon sucetta,0.30515474,0.04359353
July,1996,Taylor,Fundulus chrysotus,0.32973519,0.04710503
July,1996,Taylor,Lucania goodei,0.54388513,0.07769788
July,1996,Taylor,Lepomis spp.,0.01049951,0.00149993
July,1996,Taylor,Cichlasoma uropthalmus,0.11965091,0.01709299
July,1996,Taylor,Heterandria formosa,0.1536628,0.02195183
July,1996,Taylor,Elassoma evergladei,0.2422951,0.03461359
July,1996,Taylor,Gambusia holbrooki,0.27864529,0.03980647
July,1996,Taylor,Fundulus chrysotus,0.34883448,0.0498335
July,1996,Taylor,Lucania goodei,0.51083645,0.07297664
July,1996,Taylor,Jordanella floridae,0.73530904,0.10504415
July,1996,Taylor,Elassoma evergladei,0.09507083,0.01358155
July,1996,Taylor,Lepomis spp.,0.1465261,0.0209323
July,1996,Taylor,Heterandria formosa,0.20156524,0.02879503
July,1996,Taylor,Jordanella floridae,0.26807253,0.03829608
July,1996,Taylor,Gambusia holbrooki,0.27138345,0.03876906
July,1996,Taylor,Lucania goodei,0.50363602,0.071948
July,1996,Taylor,Fundulus chrysotus,1.40346192,0.20049456
July,1996,Taylor,Heterandria formosa,0.01373809,0.00196258
July,1996,Taylor,Gambusia holbrooki,0.02254611,0.00322087
July,1996,Taylor,Fundulus confluentus,0.03348257,0.00478322
July,1996,Taylor,Lucania goodei,0.16871528,0.02410218
July,1996,Taylor,Fundulus chrysotus,0.20627808,0.0294683
July,1996,Taylor,Jordanella floridae,0.29573194,0.04224742
July,1996,Taylor,Lepomis spp.,0.01010395,0.00144342
July,1996,Taylor,Heterandria formosa,0.02562842,0.0036612
July,1996,Taylor,Jordanella floridae,0.02854512,0.00407787
July,1996,Taylor,Fundulus confluentus,0.03617352,0.00516765
July,1996,Taylor,Elassoma evergladei,0.0819959,0.0117137
July,1996,Taylor,Gambusia holbrooki,0.11411547,0.01630221
July,1996,Taylor,Lucania goodei,0.20836166,0.02976595
July,1996,Taylor,Fundulus chrysotus,0.60083616,0.08583374
May,1996,Taylor,Gambusia holbrooki,0.19079671,0.02725667
May,1996,Taylor,Jordanella floridae,0.1968319,0.02811884
May,1996,Taylor,Fundulus chrysotus,0.60369862,0.08624266
May,1996,Taylor,Lucania goodei,1.35838539,0.19405506
May,1996,Taylor,Gambusia holbrooki,0.01701968,0.00243138
May,1996,Taylor,Micropterus salmoides,0.02558319,0.00365474
May,1996,Taylor,Elassoma evergladei,0.06513098,0.00930443
May,1996,Taylor,Enneacanthus gloriosus,0.21768717,0.03109817
May,1996,Taylor,Fundulus chrysotus,0.2979601,0.04256573
May,1996,Taylor,Lucania goodei,0.90618234,0.12945462
May,1996,Taylor,Gambusia holbrooki,0.10601811,0.01514544
May,1996,Taylor,Lucania goodei,0.92306911,0.13186702
May,1996,Taylor,Fundulus chrysotus,1.23980122,0.17711446
May,1996,Taylor,Fundulus similis,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
May,1996,Taylor,Dry - Not Sampled,-9999,-9999
October,1996,Shark,Jordanella floridae,0.03510381,0.00501483
October,1996,Shark,Poecilia latipinna,0.04183464,0.00597638
October,1996,Shark,Fundulus chrysotus,0.28655646,0.04093664
October,1996,Shark,Gambusia holbrooki,0.28757231,0.04108176
October,1996,Shark,Heterandria formosa,0.36371966,0.05195995
October,1996,Shark,Lucania goodei,0.96160471,0.1373721
October,1996,Shark,Poecilia latipinna,0.09300391,0.01328627
October,1996,Shark,Jordanella floridae,0.30183574,0.04311939
October,1996,Shark,Fundulus chrysotus,0.39037881,0.0557684
October,1996,Shark,Heterandria formosa,0.64810172,0.09258596
October,1996,Shark,Gambusia holbrooki,0.84644569,0.12092081
October,1996,Shark,Lucania goodei,1.20597655,0.17228236
October,1996,Shark,Jordanella floridae,0.06110281,0.00872897
October,1996,Shark,Fundulus chrysotus,0.39756183,0.05679455
October,1996,Shark,Poecilia latipinna,0.46822453,0.06688922
October,1996,Shark,Heterandria formosa,0.57976613,0.08282373
October,1996,Shark,Lucania goodei,0.7638025,0.10911464
October,1996,Shark,Gambusia holbrooki,1.30978655,0.18711236
October,1996,Shark,Jordanella floridae,0.23900819,0.03414403
October,1996,Shark,Poecilia latipinna,0.29533053,0.04219008
October,1996,Shark,Fundulus chrysotus,0.30482189,0.04354598
October,1996,Shark,Heterandria formosa,0.4290098,0.06128711
October,1996,Shark,Ameriurus natalis,0.64553689,0.09221956
October,1996,Shark,Gambusia holbrooki,1.06216202,0.15173743
October,1996,Shark,Lucania goodei,1.14210878,0.1631584
October,1996,Shark,Notropis petersoni,0.05671623,0.00810232
October,1996,Shark,Fundulus chrysotus,0.22068217,0.03152602
October,1996,Shark,Jordanella floridae,0.28154775,0.04022111
October,1996,Shark,Poecilia latipinna,0.28320904,0.04045843
October,1996,Shark,Heterandria formosa,0.39152254,0.05593179
October,1996,Shark,Gambusia holbrooki,0.61974608,0.08853515
October,1996,Shark,Lucania goodei,0.9322998,0.13318569
October,1996,Shark,Fundulus chrysotus,0.102518,0.01464543
October,1996,Shark,Jordanella floridae,0.22218778,0.03174111
October,1996,Shark,Heterandria formosa,0.32041301,0.04577329
October,1996,Shark,Poecilia latipinna,0.5268348,0.07526211
October,1996,Shark,Lepomis punctatus,0.65230057,0.0931858
October,1996,Shark,Gambusia holbrooki,0.68704035,0.09814862
October,1996,Shark,Erimyzon sucetta,0.72674365,0.10382052
October,1996,Shark,Lucania goodei,1.10279866,0.15754267
October,1996,Shark,Elassoma evergladei,0.05016982,0.00716712
October,1996,Shark,Fundulus chrysotus,0.49343882,0.07049126
October,1996,Shark,Gambusia holbrooki,0.76613422,0.10944775
October,1996,Shark,Lucania goodei,0.77754436,0.11107777
October,1996,Shark,Ameriurus natalis,0.95083362,0.13583337
October,1996,Shark,Erimyzon sucetta,1.04665264,0.14952181
October,1996,Shark,Heterandria formosa,1.34699874,0.19242839
October,1996,Shark,Poecilia latipinna,1.83373225,0.26196175
October,1996,Shark,Jordanella floridae,4.99990121,0.7142716
October,1996,Shark,Ameriurus natalis,0.10404268,0.01486324
October,1996,Shark,Fundulus chrysotus,0.31642251,0.04520322
October,1996,Shark,Heterandria formosa,0.95601285,0.13657326
October,1996,Shark,Lucania goodei,0.98957253,0.1413675
October,1996,Shark,Gambusia holbrooki,1.12227845,0.16032549
October,1996,Shark,Lepomis punctatus,1.29155589,0.18450798
October,1996,Shark,Poecilia latipinna,1.59846749,0.2283525
October,1996,Shark,Jordanella floridae,2.69730518,0.38532931
October,1996,Shark,Elassoma evergladei,0.03862732,0.00551819
October,1996,Shark,Fundulus confluentus,0.12083924,0.01726275
October,1996,Shark,Fundulus chrysotus,0.34168009,0.04881144
October,1996,Shark,Jordanella floridae,0.40013838,0.05716263
October,1996,Shark,Erimyzon sucetta,0.40074827,0.05724975
October,1996,Shark,Lucania goodei,0.5406855,0.07724079
October,1996,Shark,Poecilia latipinna,0.6073165,0.0867595
October,1996,Shark,Gambusia holbrooki,0.74929141,0.10704163
October,1996,Shark,Heterandria formosa,1.03277074,0.14753868
October,1996,Taylor,Heterandria formosa,0.00990604,0.00141515
October,1996,Taylor,Gambusia holbrooki,0.07883036,0.01126148
October,1996,Taylor,Lepomis marginatus,0.12095897,0.01727985
October,1996,Taylor,Jordanella floridae,0.20336582,0.02905226
October,1996,Taylor,Lucania goodei,0.54470332,0.07781476
October,1996,Taylor,Fundulus chrysotus,0.8857017,0.12652881
October,1996,Taylor,Lepomis punctatus,0.004159,0.00059414
October,1996,Taylor,Gambusia holbrooki,0.03481489,0.00497356
October,1996,Taylor,Fundulus chrysotus,0.09754508,0.01393501
October,1996,Taylor,Jordanella floridae,0.17372835,0.02481834
October,1996,Taylor,Lepomis gulosus,0.17481682,0.02497383
October,1996,Taylor,Enneacanthus gloriosus,0.25146161,0.03592309
October,1996,Taylor,Lucania goodei,0.51970252,0.07424322
October,1996,Taylor,Jordanella floridae,0.0340254,0.00486077
October,1996,Taylor,Gambusia holbrooki,0.08762429,0.01251776
October,1996,Taylor,Elassoma evergladei,0.11883995,0.01697714
October,1996,Taylor,Enneacanthus gloriosus,0.34443714,0.04920531
October,1996,Taylor,Lucania goodei,0.36971306,0.05281615
October,1996,Taylor,Fundulus chrysotus,0.70119323,0.10017046
October,1996,Taylor,Labidesthes sicculus,0.03166455,0.00452351
October,1996,Taylor,Fundulus seminolis,0.11404558,0.01629223
October,1996,Taylor,Lepomis microlophus,0.21642402,0.03091772
October,1996,Taylor,Gambusia holbrooki,0.23698194,0.03385456
October,1996,Taylor,Heterandria formosa,0.26860411,0.03837202
October,1996,Taylor,Fundulus chrysotus,0.26900348,0.03842907
October,1996,Taylor,Jordanella floridae,0.36082035,0.05154576
October,1996,Taylor,Lucania goodei,1.14098091,0.16299727
October,1996,Taylor,Poecilia latipinna,0.00895392,0.00127913
October,1996,Taylor,Notropis petersoni,0.01745618,0.00249374
October,1996,Taylor,Gambusia holbrooki,0.29547895,0.04221128
October,1996,Taylor,Heterandria formosa,0.42475205,0.06067886
October,1996,Taylor,Jordanella floridae,0.45220758,0.06460108
October,1996,Taylor,Fundulus chrysotus,0.80856842,0.11550977
October,1996,Taylor,Lucania goodei,1.20657387,0.1723677
October,1996,Taylor,Elassoma evergladei,0.05025194,0.00717885
October,1996,Taylor,Poecilia latipinna,0.050619,0.00723129
October,1996,Taylor,Jordanella floridae,0.19140774,0.02734396
October,1996,Taylor,Gambusia holbrooki,0.54293121,0.0775616
October,1996,Taylor,Heterandria formosa,0.54618595,0.07802656
October,1996,Taylor,Lucania goodei,1.08271254,0.15467322
October,1996,Taylor,Fundulus chrysotus,1.24076044,0.17725149
October,1996,Taylor,Lepomis spp.,0.00971194,0.00138742
October,1996,Taylor,Fundulus confluentus,0.10463586,0.01494798
October,1996,Taylor,Elassoma evergladei,0.17773282,0.0253904
October,1996,Taylor,Lepomis punctatus,0.25742174,0.03677453
October,1996,Taylor,Gambusia holbrooki,0.27463291,0.03923327
October,1996,Taylor,Heterandria formosa,0.27607256,0.03943894
October,1996,Taylor,Enneacanthus gloriosus,0.30235396,0.04319342
October,1996,Taylor,Lucania goodei,0.60715707,0.08673672
October,1996,Taylor,Jordanella floridae,0.71981964,0.10283138
October,1996,Taylor,Fundulus chrysotus,1.1370216,0.16243166
October,1996,Taylor,Fundulus chrysotus,0.00607289,0.00086756
October,1996,Taylor,Lucania goodei,0.03169427,0.00452775
October,1996,Taylor,Heterandria formosa,0.04015394,0.00573628
October,1996,Taylor,Gambusia holbrooki,0.04351373,0.00621625
October,1996,Taylor,Elassoma evergladei,0.06318722,0.00902675
October,1996,Taylor,Fundulus confluentus,0.46257761,0.06608252
October,1996,Taylor,Jordanella floridae,0.53111919,0.07587417
October,1996,Taylor,Elassoma evergladei,0.01774939,0.00253563
October,1996,Taylor,Jordanella floridae,0.19141758,0.02734537
October,1996,Taylor,Heterandria formosa,0.19384259,0.0276918
October,1996,Taylor,Fundulus chrysotus,0.2035643,0.02908061
October,1996,Taylor,Gambusia holbrooki,0.37297454,0.05328208
October,1996,Taylor,Lucania goodei,0.85337577,0.12191082
October,1996,Taylor,Lepomis spp.,0.00651658,0.00093094
October,1996,Taylor,Elassoma evergladei,0.02825325,0.00403618
October,1996,Taylor,Jordanella floridae,0.06329094,0.00904156
October,1996,Taylor,Heterandria formosa,0.25429028,0.03632718
October,1996,Taylor,Gambusia holbrooki,0.31347468,0.0447821
October,1996,Taylor,Fundulus chrysotus,0.39513291,0.05644756
October,1996,Taylor,Lucania goodei,0.42756289,0.06108041
October,1996,Taylor,Elassoma evergladei,0.16552079,0.02364583
October,1996,Taylor,Cichlasoma uropthalmus,0.16849645,0.02407092
October,1996,Taylor,Belenesox belizanus,0.30199509,0.04314216
October,1996,Taylor,Gambusia holbrooki,0.31555687,0.04507955
October,1996,Taylor,Heterandria formosa,0.32546738,0.04649534
October,1996,Taylor,Lucania goodei,0.39714171,0.05673453
October,1996,Taylor,Fundulus chrysotus,0.66338795,0.09476971
October,1996,Taylor,Poecilia latipinna,0.0225429,0.00322041
October,1996,Taylor,Heterandria formosa,0.03096667,0.00442381
October,1996,Taylor,Ameriurus natalis,0.08039323,0.01148475
October,1996,Taylor,Gambusia holbrooki,0.10205671,0.01457953
October,1996,Taylor,Fundulus chrysotus,0.10919689,0.01559956
October,1996,Taylor,Fundulus confluentus,0.27004912,0.03857845
October,1996,Taylor,Lucania goodei,0.30230181,0.04318597
October,1996,Taylor,Cichlasoma uropthalmus,0.39186065,0.05598009
October,1996,Taylor,Heterandria formosa,0.01679307,0.00239901
October,1996,Taylor,Jordanella floridae,0.04413274,0.00630468
October,1996,Taylor,Elassoma evergladei,0.05825975,0.00832282
October,1996,Taylor,Notropis petersoni,0.08087208,0.01155315
October,1996,Taylor,Lucania goodei,0.10130597,0.01447228
October,1996,Taylor,Fundulus confluentus,0.11651398,0.01664485
October,1996,Taylor,Fundulus chrysotus,0.13082858,0.0186898
October,1996,Taylor,Lepomis punctatus,0.16971413,0.02424488
October,1996,Taylor,Gambusia holbrooki,0.18766463,0.02680923
April,1997,Shark,Notropis petersoni,0.13611693,0.01944528
April,1997,Shark,Jordanella floridae,0.51224285,0.07317755
April,1997,Shark,Heterandria formosa,0.52402789,0.07486113
April,1997,Shark,Fundulus chrysotus,0.65511191,0.09358742
April,1997,Shark,Erimyzon sucetta,1.18976408,0.1699663
April,1997,Shark,Lepomis microlophus,1.31924713,0.18846388
April,1997,Shark,Gambusia holbrooki,1.54109373,0.22015625
April,1997,Shark,Poecilia latipinna,1.55552756,0.22221822
April,1997,Shark,Lucania goodei,1.73770715,0.24824388
April,1997,Shark,Elassoma evergladei,0.0471795,0.00673993
April,1997,Shark,Gambusia holbrooki,0.40266709,0.05752387
April,1997,Shark,Jordanella floridae,0.45423812,0.06489116
April,1997,Shark,Poecilia latipinna,0.53932451,0.07704636
April,1997,Shark,Heterandria formosa,0.8349801,0.11928287
April,1997,Shark,Fundulus chrysotus,1.19804155,0.17114879
April,1997,Shark,Lucania goodei,1.65197863,0.23599695
April,1997,Shark,Jordanella floridae,0.37784769,0.05397824
April,1997,Shark,Fundulus chrysotus,0.70150677,0.10021525
April,1997,Shark,Heterandria formosa,0.78699035,0.11242719
April,1997,Shark,Gambusia holbrooki,0.89284171,0.12754882
April,1997,Shark,Lucania goodei,1.25298298,0.17899757
April,1997,Shark,Poecilia latipinna,1.97633584,0.28233369
April,1997,Shark,Fundulus chrysotus,0.15589244,0.02227035
April,1997,Shark,Poecilia latipinna,0.38151468,0.0545021
April,1997,Shark,Heterandria formosa,0.47394907,0.06770701
April,1997,Shark,Gambusia holbrooki,0.57087985,0.08155426
April,1997,Shark,Lucania goodei,0.7500089,0.10714413
April,1997,Shark,Jordanella floridae,0.84121098,0.120173
April,1997,Shark,Jordanella floridae,0.61535781,0.08790826
April,1997,Shark,Heterandria formosa,0.62086256,0.08869465
April,1997,Shark,Poecilia latipinna,0.62477193,0.08925313
April,1997,Shark,Gambusia holbrooki,1.00251744,0.14321678
April,1997,Shark,Lucania goodei,1.45676886,0.20810984
April,1997,Shark,Fundulus chrysotus,2.04180365,0.29168624
April,1997,Shark,Erimyzon sucetta,2.26330146,0.32332878
April,1997,Shark,Jordanella floridae,0.20984056,0.02997722
April,1997,Shark,Fundulus chrysotus,0.21941067,0.03134438
April,1997,Shark,Poecilia latipinna,0.25180954,0.03597279
April,1997,Shark,Heterandria formosa,0.49892362,0.0712748
April,1997,Shark,Gambusia holbrooki,0.55095116,0.07870731
April,1997,Shark,Lucania goodei,0.85853073,0.12264725
April,1997,Shark,Lepomis punctatus,1.56747887,0.22392555
April,1997,Shark,Dry - Not Sampled,-9999,-9999
April,1997,Shark,Dry - Not Sampled,-9999,-9999
April,1997,Shark,Elassoma evergladei,0.02347146,0.00469429
April,1997,Shark,Poecilia latipinna,0.12642876,0.02528575
April,1997,Shark,Lucania goodei,0.15462996,0.03092599
April,1997,Shark,Heterandria formosa,0.15525073,0.03105015
April,1997,Shark,Gambusia holbrooki,0.21281394,0.04256279
April,1997,Shark,Fundulus chrysotus,1.66683294,0.33336659
April,1997,Taylor,Heterandria formosa,0.05009633,0.00715662
April,1997,Taylor,Elassoma evergladei,0.05973085,0.00853298
April,1997,Taylor,Fundulus confluentus,0.06358245,0.00908321
April,1997,Taylor,Lepomis spp.,0.13103492,0.01871927
April,1997,Taylor,Gambusia holbrooki,0.1426398,0.02037711
April,1997,Taylor,Lepomis marginatus,0.24702683,0.03528955
April,1997,Taylor,Jordanella floridae,0.38695803,0.05527972
April,1997,Taylor,Fundulus chrysotus,0.42792034,0.06113148
April,1997,Taylor,Lepomis punctatus,0.64064481,0.09152069
April,1997,Taylor,Lucania goodei,0.68574908,0.09796415
April,1997,Taylor,Heterandria formosa,0.0076991,0.00109987
April,1997,Taylor,Gambusia holbrooki,0.05324091,0.00760584
April,1997,Taylor,Jordanella floridae,0.07128345,0.01018335
April,1997,Taylor,Lepomis marginatus,0.2599998,0.03714283
April,1997,Taylor,Enneacanthus gloriosus,0.2711246,0.03873209
April,1997,Taylor,Fundulus chrysotus,0.40165904,0.05737986
April,1997,Taylor,Lucania goodei,0.45668298,0.06524043
April,1997,Taylor,Lepomis punctatus,0.47878792,0.06839827
April,1997,Taylor,Elassoma evergladei,0.03526858,0.00503837
April,1997,Taylor,Heterandria formosa,0.035674,0.00509629
April,1997,Taylor,Lepomis microlophus,0.05187255,0.00741036
April,1997,Taylor,Jordanella floridae,0.21250235,0.03035748
April,1997,Taylor,Gambusia holbrooki,0.24661491,0.0352307
April,1997,Taylor,Lucania goodei,0.31976341,0.04568049
April,1997,Taylor,Fundulus confluentus,0.87564264,0.12509181
April,1997,Taylor,Fundulus chrysotus,0.95559163,0.13651309
April,1997,Taylor,Notropis petersoni,0.02034412,0.0029063
April,1997,Taylor,Lepomis spp.,0.04036039,0.00576577
April,1997,Taylor,Fundulus chrysotus,0.20767009,0.02966716
