"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","SITENAME","FPO","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"167","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.01116657,7,0.00159522
"168","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.0531553,7,0.00759361
"169","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.02825325,7,0.00403618
"170","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.80186992,6,0.13364499
"171","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.34601968,7,0.04943138
"172","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.10285151,7,0.01469307
"173","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.03526858,7,0.00503837
"174","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.07463522,7,0.01066217
"175","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.08646214,7,0.01235173
"176","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.05868912,7,0.00838416
"177","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.04544802,7,0.00649257
"178","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.02195047,7,0.00313578
"179","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.16695759,4,0.0417394
"180","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.0715121,7,0.01021601
"181","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.04620118,7,0.00660017
"182","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.05625711,7,0.00803673
"183","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.09382712,7,0.01340387
"184","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.05825975,7,0.00832282
"185","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.08774789,7,0.01253541
"186","Elassoma evergladei","Everglades pygmy sunfish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.13572292,7,0.01938899
"187","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.27273914,7,0.03896273
"188","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.34443714,7,0.04920531
"189","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.24160552,7,0.03451507
"190","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.30235396,7,0.04319342
"191","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.47683081,7,0.06811869
"192","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.88556963,7,0.12650995
"193","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.2711246,7,0.03873209
"194","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.05251719,7,0.00750246
"195","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.99350651,7,0.1419295
"196","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.0950882,7,0.01358403
"197","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.35245079,7,0.05035011
"198","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.37474921,7,0.0535356
"199","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.12248065,7,0.01749724
"200","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.21761645,7,0.03108806
"201","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.24634884,7,0.03519269
"202","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.4016038,7,0.05737197
"203","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.31638284,7,0.04519755
"204","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.25051139,7,0.03578734
"205","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.75448219,7,0.10778317
"206","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.01051466,6,0.00175244
"207","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.21876738,7,0.03125248
"208","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.13206698,7,0.01886671
"209","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.09410823,7,0.01344403
"210","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.22552957,7,0.03221851
"211","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-05-01","May",1996,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.21768717,7,0.03109817
"212","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07B","Fish","07B",0.52582073,7,0.07511725
"213","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.68958069,7,0.09851153
"214","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.07279862,7,0.0103998
"215","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.14606222,7,0.02086603
"216","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.28170549,7,0.04024364
"217","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.73894947,7,0.10556421
"218","Enneacanthus gloriosus","Blue spotted sunfish","planktivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.25146161,7,0.03592309
"219","Erimyzon sucetta","Lake chubsucker","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07A","Fish","07A",0.25381263,7,0.03625895
"220","Erimyzon sucetta","Lake chubsucker","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.48736671,7,0.06962382
"221","Erimyzon sucetta","Lake chubsucker","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.05727746,7,0.00818249
"222","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07A","Fish","07A",1.86256496,7,0.26608071
"223","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 07C","Fish","07C",2.02702995,7,0.28957571
"224","Erimyzon sucetta","Lake chubsucker","invertivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 08B","Fish","08B",1.09107353,7,0.15586765
"225","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.04458373,7,0.0063691
"226","Erimyzon sucetta","Lake chubsucker","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08A","Fish","08A",2.01410602,7,0.28772943
"227","Erimyzon sucetta","Lake chubsucker","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37B","Fish","37B",2.13090602,7,0.30441515
"228","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.00921293,7,0.00131613
"229","Erimyzon sucetta","Lake chubsucker","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.49090022,7,0.0701286
"230","Erimyzon sucetta","Lake chubsucker","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.05806821,7,0.00829546
"231","Erimyzon sucetta","Lake chubsucker","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37C","Fish","37C",2.07324439,7,0.29617777
"232","Erimyzon sucetta","Lake chubsucker","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.58537347,7,0.08362478
"233","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 08A","Fish","08A",3.50615936,7,0.50087991
"234","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.0080964,7,0.00115663
"235","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 07B","Fish","07B",1.02734864,7,0.14676409
"236","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.04519098,7,0.00645585
"237","Erimyzon sucetta","Lake chubsucker","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 07B","Fish","07B",1.45696037,7,0.2081372
"238","Erimyzon sucetta","Lake chubsucker","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.16482739,7,0.02354677
"239","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37B","Fish","37B",3.27556339,7,0.46793763
"240","Erimyzon sucetta","Lake chubsucker","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 07B","Fish","07B",8.43066544,7,1.20438078
"241","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.12769883,7,0.01824269
"242","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.14452714,7,0.02064673
"243","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.21751484,7,0.17393069
"244","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.00983651,7,0.00140522
"245","Erimyzon sucetta","Lake chubsucker","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.64117614,7,0.09159659
"246","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07C","Fish","07C",0.01660072,7,0.00237153
"247","Erimyzon sucetta","Lake chubsucker","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.62403341,7,0.08914763
"248","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.0497855,7,0.00711221
"249","Erimyzon sucetta","Lake chubsucker","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37C","Fish","37C",0.50850607,7,0.07264372
"250","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 08A","Fish","08A",1.94801636,7,0.27828805
"251","Erimyzon sucetta","Lake chubsucker","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37C","Fish","37C",0.86454452,7,0.12350636
"252","Erimyzon sucetta","Lake chubsucker","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.12666019,7,0.01809431
"253","Erimyzon sucetta","Lake chubsucker","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 08A","Fish","08A",1.62803672,7,0.23257667
"254","Erimyzon sucetta","Lake chubsucker","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.55903664,7,0.07986238
"255","Erimyzon sucetta","Lake chubsucker","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.09661435,7,0.01380205
"256","Erimyzon sucetta","Lake chubsucker","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.13104766,7,0.01872109
"257","Erimyzon sucetta","Lake chubsucker","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07B","Fish","07B",2.11711565,7,0.30244509
"258","Erimyzon sucetta","Lake chubsucker","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37B","Fish","37B",1.95472122,7,0.27924589
"259","Erimyzon sucetta","Lake chubsucker","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37A","Fish","37A",1.04665264,7,0.14952181
"260","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.02924598,7,0.004178
"261","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 07A","Fish","07A",0.02563196,7,0.00366171
"262","Erimyzon sucetta","Lake chubsucker","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37A","Fish","37A",2.04891878,6,0.34148646
"263","Erimyzon sucetta","Lake chubsucker","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08B","Fish","08B",5.09138709,7,0.72734101
"264","Erimyzon sucetta","Lake chubsucker","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.30515474,7,0.04359353
"265","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37B","Fish","37B",1.67322587,7,0.23903227
"266","Erimyzon sucetta","Lake chubsucker","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.04704731,7,0.00672104
"267","Erimyzon sucetta","Lake chubsucker","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.02156441,7,0.00308063
"268","Erimyzon sucetta","Lake chubsucker","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.61970545,7,0.08852935
"269","Erimyzon sucetta","Lake chubsucker","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",1.14083337,7,0.1629762
"270","Erimyzon sucetta","Lake chubsucker","invertivore","1996-04-01","April",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.15501445,7,0.02214492
"271","Erimyzon sucetta","Lake chubsucker","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 07A","Fish","07A",2.26330146,7,0.32332878
"272","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 08B","Fish","08B",2.08162578,7,0.29737511
"273","Erimyzon sucetta","Lake chubsucker","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.00387262,7,0.00055323
"274","Erimyzon sucetta","Lake chubsucker","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07C","Fish","07C",3.99398575,7,0.57056939
"275","Erimyzon sucetta","Lake chubsucker","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.02255473,7,0.0032221
"276","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.03495043,7,0.00499292
"277","Erimyzon sucetta","Lake chubsucker","invertivore","1997-02-01","February",1997,"Shark","Shark Slough_Site 37B","Fish","37B",1.09491484,7,0.15641641
