"","Month","Year","Area","SpeciesName","CommonName","ThermalGuild","TotalSpeciesWeight","SpeciesBiomass"
"1088","October",1996,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.28017855,0.040025505
"1089","December",1997,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.55477294,0.08657459
"1090","July",1997,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.1546639875,0.022094855
"1091","October",1997,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.8162485,0.11660693
"1092","April",1998,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",17.44238162,2.9070636
"1093","December",1998,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",3.13503528,0.447862185
"1094","February",1998,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",1.54571261,0.22081609
"1095","July",1998,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.04756266,0.006794665
"1096","October",1998,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.60327856,0.08618265
"1097","April",1999,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",1.31882289,0.18840327
"1098","February",1999,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.73568068,0.10509724
"1099","July",1999,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.201770222857143,0.0288243171428571
"1100","October",1999,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.9796860625,0.1399551525
"1101","April",2000,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",2.07542618,0.29648945
"1102","December",2000,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.9763788625,0.139482695
"1103","February",2000,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.467240756666667,0.06674868
"1104","July",2000,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.2671962175,0.0381708875
"1105","October",2000,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",10.7979150225,1.54255929
"1106","December",2001,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.850558154,0.121508308
"1107","February",2001,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.44405862,0.06343695
"1108","September",2001,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",9.159209288,1.30845847
"1109","April",2002,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",2.66955234333333,0.38136462
"1110","February",2002,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",2.52450573,0.360643673333333
"1111","July",2002,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.14349896,0.02049985
"1112","October",2002,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",1.66403395,0.237719134
"1113","December",2003,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",1.559638488,0.222805498
"1114","July",2003,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.239550438,0.03422149
"1115","October",2003,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.720952488571429,0.102993211428571
"1116","April",2004,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",2.442292116,0.488458424
"1117","December",2004,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",1.10139653333333,0.157342363333333
"1118","February",2004,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.87780085,0.17556017
"1119","October",2004,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.2274243625,0.0324891975
"1120","February",2005,"Taylor","Cichlasoma urophthalmus","Mayan cichlid","warm",0.26544949,0.0530899
"1121","February",1999,"Shark","Astronotus ocellatus","Oscar","warm",-9999,-9999
"1122","December",1997,"Shark","Belonesox belizanus","Pike topminnow","warm",0.18842655,0.02691808
"1123","February",1997,"Shark","Belonesox belizanus","Pike topminnow","warm",0.65772719,0.09396103
"1124","October",1997,"Shark","Belonesox belizanus","Pike topminnow","warm",0.366594285,0.052370615
"1125","April",1998,"Shark","Belonesox belizanus","Pike topminnow","warm",0.913457405,0.130493915
"1126","December",1998,"Shark","Belonesox belizanus","Pike topminnow","warm",0.5814532,0.0830647433333333
"1127","February",1998,"Shark","Belonesox belizanus","Pike topminnow","warm",0.9142878,0.130612545
"1128","July",1998,"Shark","Belonesox belizanus","Pike topminnow","warm",0.64669626,0.09238518
"1129","October",1998,"Shark","Belonesox belizanus","Pike topminnow","warm",4.41896886,0.63128127
"1130","April",1999,"Shark","Belonesox belizanus","Pike topminnow","warm",0.04222131,0.00603162
"1131","December",1999,"Shark","Belonesox belizanus","Pike topminnow","warm",1.18288856,0.16898408
"1132","October",1999,"Shark","Belonesox belizanus","Pike topminnow","warm",0.20314845,0.02902121
"1133","April",2000,"Shark","Belonesox belizanus","Pike topminnow","warm",0.072923375,0.010417625
"1134","December",2000,"Shark","Belonesox belizanus","Pike topminnow","warm",0.7674101,0.10963001
"1135","July",2000,"Shark","Belonesox belizanus","Pike topminnow","warm",0.05735578,0.00819368
"1136","October",2000,"Shark","Belonesox belizanus","Pike topminnow","warm",0.22791282,0.03255897
"1137","December",2001,"Shark","Belonesox belizanus","Pike topminnow","warm",0.2715903,0.0387986166666667
"1138","April",2002,"Shark","Belonesox belizanus","Pike topminnow","warm",0.03185529,0.00455076
"1139","December",2002,"Shark","Belonesox belizanus","Pike topminnow","warm",1.50505547,0.215007925
"1140","July",2002,"Shark","Belonesox belizanus","Pike topminnow","warm",0.02282476,0.00326068
"1141","October",2002,"Shark","Belonesox belizanus","Pike topminnow","warm",1.17488498666667,0.167840716666667
"1142","April",2003,"Shark","Belonesox belizanus","Pike topminnow","warm",1.80139227,0.25734175
"1143","December",2003,"Shark","Belonesox belizanus","Pike topminnow","warm",0.396820623333333,0.05668866
"1144","February",2003,"Shark","Belonesox belizanus","Pike topminnow","warm",2.29233193,0.32747599
"1145","July",2003,"Shark","Belonesox belizanus","Pike topminnow","warm",2.13780458833333,0.305400656666667
"1146","October",2003,"Shark","Belonesox belizanus","Pike topminnow","warm",0.9596282325,0.1370897475
"1147","February",2004,"Shark","Belonesox belizanus","Pike topminnow","warm",0.889528105,0.127075445
"1148","October",2004,"Shark","Belonesox belizanus","Pike topminnow","warm",0.07622592,0.01088942
"1149","February",2005,"Shark","Belonesox belizanus","Pike topminnow","warm",0.04917238,0.00702463
"1150","December",1996,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.47060938,0.06722991
"1151","October",1996,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.30199509,0.04314216
"1152","December",1997,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.2924251,0.04177501
"1153","July",1997,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.10475087,0.01496441
"1154","October",1997,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.385931743333333,0.0551331066666667
"1155","December",1998,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.58009921,0.08287132
"1156","February",1998,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.71312867,0.10187552
"1157","October",1998,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.06853237,0.00979034
"1158","July",1999,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.92682991,0.13240427
"1159","October",1999,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.03462156,0.00494594
"1160","April",2000,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.02065617,0.00295088
"1161","October",2000,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.01675706,0.00239387
"1162","April",2002,"Taylor","Belonesox belizanus","Pike topminnow","warm",3.10283682,0.4432624
"1163","February",2002,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.02763719,0.00394817
"1164","October",2002,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.04070496,0.00581499
"1165","December",2003,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.099522055,0.014217435
"1166","February",2003,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.78165082,0.15633016
"1167","July",2003,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.56888604,0.08126943
"1168","October",2003,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.69314469,0.09902067
"1169","April",2004,"Taylor","Belonesox belizanus","Pike topminnow","warm",1.16483812,0.23296762
"1170","December",2004,"Taylor","Belonesox belizanus","Pike topminnow","warm",0.52847407,0.0754963
"1171","April",1997,"Shark","Lepomis microlophus","Redear sunfish","warm",1.31924713,0.18846388
"1172","April",1998,"Shark","Lepomis microlophus","Redear sunfish","warm",4.72821853,0.67545979
"1173","December",1998,"Shark","Lepomis microlophus","Redear sunfish","warm",2.95769825,0.42252832
"1174","July",1999,"Shark","Lepomis microlophus","Redear sunfish","warm",0.01695302,0.00242186
"1175","February",2000,"Shark","Lepomis microlophus","Redear sunfish","warm",10.35479938,1.47925705
"1176","December",2002,"Shark","Lepomis microlophus","Redear sunfish","warm",0.567858135,0.08112259
"1177","February",2003,"Shark","Lepomis microlophus","Redear sunfish","warm",0.12241092,0.01748727
"1178","October",2003,"Shark","Lepomis microlophus","Redear sunfish","warm",0.04761512,0.00680216
"1179","February",2004,"Shark","Lepomis microlophus","Redear sunfish","warm",0.04008457,0.00572637
"1180","February",2005,"Shark","Lepomis microlophus","Redear sunfish","warm",0.12978533,0.01854076
"1181","October",1996,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.21642402,0.03091772
"1182","April",1997,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.34720519,0.04960074
"1183","February",1997,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.288664,0.041237715
"1184","April",1999,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.088655915,0.01773118
"1185","April",2000,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.46467768,0.06638253
"1186","December",2000,"Taylor","Lepomis microlophus","Redear sunfish","warm",1.32317075,0.18902439
"1187","December",2001,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.639142245,0.091306035
"1188","February",2001,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.06828231,0.00975462
"1189","April",2002,"Taylor","Lepomis microlophus","Redear sunfish","warm",1.38238842,0.19748406
"1190","October",2002,"Taylor","Lepomis microlophus","Redear sunfish","warm",4.715902895,0.673700415
"1191","December",2003,"Taylor","Lepomis microlophus","Redear sunfish","warm",0.14133572,0.02019082
"1192","July",1996,"Shark","Clarias batrachus","Walking catfish","warm",0.075842355,0.01083462
"1193","July",1998,"Shark","Clarias batrachus","Walking catfish","warm",0.118472175,0.016924595
"1194","July",1999,"Shark","Clarias batrachus","Walking catfish","warm",0.23696304,0.03385186
"1195","July",2000,"Shark","Clarias batrachus","Walking catfish","warm",0.05386694,0.00769527666666667
"1196","December",1998,"Taylor","Clarias batrachus","Walking catfish","warm",0.18901455,0.02700208
"1197","October",1998,"Taylor","Clarias batrachus","Walking catfish","warm",1.98166389,0.28309484
"1198","July",1999,"Taylor","Clarias batrachus","Walking catfish","warm",0.02667394,0.00381056
"1199","February",1997,"Shark","Lepomis gulosus","Warmouth","warm",1.93852928,0.276932755
"1200","July",1997,"Shark","Lepomis gulosus","Warmouth","warm",0.46229354,0.06604193
"1201","October",1997,"Shark","Lepomis gulosus","Warmouth","warm",6.14060128,0.87722875
"1202","April",1999,"Shark","Lepomis gulosus","Warmouth","warm",7.947204,1.13531486
"1203","February",1999,"Shark","Lepomis gulosus","Warmouth","warm",0.57982029,0.08283147
"1204","July",1999,"Shark","Lepomis gulosus","Warmouth","warm",0.15655089,0.02236441
"1205","October",2000,"Shark","Lepomis gulosus","Warmouth","warm",0.20350134,0.02907162
"1206","September",2001,"Shark","Lepomis gulosus","Warmouth","warm",0.46404557,0.06629222
"1207","December",2002,"Shark","Lepomis gulosus","Warmouth","warm",16.88042449,2.41148921
"1208","October",2002,"Shark","Lepomis gulosus","Warmouth","warm",1.13384843,0.161978343333333
"1209","April",2003,"Shark","Lepomis gulosus","Warmouth","warm",0.67333863,0.09619123
"1210","February",2003,"Shark","Lepomis gulosus","Warmouth","warm",0.43723075,0.06246154
"1211","July",2003,"Shark","Lepomis gulosus","Warmouth","warm",1.73295154,0.247564505
"1212","October",2003,"Shark","Lepomis gulosus","Warmouth","warm",1.66118876,0.23731268
"1213","April",2004,"Shark","Lepomis gulosus","Warmouth","warm",1.35672191333333,0.193817416666667
"1214","February",2004,"Shark","Lepomis gulosus","Warmouth","warm",0.27739347,0.03962764
"1215","October",2004,"Shark","Lepomis gulosus","Warmouth","warm",1.14818318,0.164026165
"1216","April",2005,"Shark","Lepomis gulosus","Warmouth","warm",0.45429294,0.09085859
"1217","February",2005,"Shark","Lepomis gulosus","Warmouth","warm",1.68783904,0.241119865
"1218","July",1996,"Taylor","Lepomis gulosus","Warmouth","warm",0.26266382,0.0375234
"1219","October",1996,"Taylor","Lepomis gulosus","Warmouth","warm",0.17481682,0.02497383
"1220","December",1997,"Taylor","Lepomis gulosus","Warmouth","warm",0.03181849,0.0045455
"1221","July",1997,"Taylor","Lepomis gulosus","Warmouth","warm",0.10521357,0.01503051
"1222","April",1998,"Taylor","Lepomis gulosus","Warmouth","warm",8.47899337,1.21128477
"1223","December",2000,"Taylor","Lepomis gulosus","Warmouth","warm",0.569857675,0.08140824
"1224","October",2000,"Taylor","Lepomis gulosus","Warmouth","warm",0.36410804,0.05201543
"1225","April",2002,"Taylor","Lepomis gulosus","Warmouth","warm",0.71365058,0.10195008
"1226","October",2002,"Taylor","Lepomis gulosus","Warmouth","warm",0.214223765,0.030603395
"1227","April",2003,"Taylor","Lepomis gulosus","Warmouth","warm",0.82492103,0.16498421
"1228","December",2003,"Taylor","Lepomis gulosus","Warmouth","warm",1.04259106,0.14894158
"1229","February",2003,"Taylor","Lepomis gulosus","Warmouth","warm",0.10737156,0.02147431
"1230","July",2003,"Taylor","Lepomis gulosus","Warmouth","warm",0.28534375,0.04076339
"1231","October",2003,"Taylor","Lepomis gulosus","Warmouth","warm",0.05447244,0.00778178
"1232","February",2004,"Taylor","Lepomis gulosus","Warmouth","warm",13.04098312,2.60819662
"1233","April",1996,"Shark","Ameiurus natalis","Yellow bullhead","warm",6.842219855,0.97745998
"1234","December",1996,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.36896636,0.05270948
"1235","February",1996,"Shark","Ameiurus natalis","Yellow bullhead","warm",7.881396435,1.125913775
"1236","July",1996,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.434641885,0.0620916975
"1237","October",1996,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.566804396666667,0.0809720566666667
"1238","December",1997,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.09224129,0.01317733
"1239","February",1997,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.950422876666667,0.135774696666667
"1240","July",1997,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.9198786325,0.1314112325
"1241","October",1997,"Shark","Ameiurus natalis","Yellow bullhead","warm",1.2682965625,0.181185225
"1242","April",1998,"Shark","Ameiurus natalis","Yellow bullhead","warm",2.67551476,0.382216396666667
"1243","February",1998,"Shark","Ameiurus natalis","Yellow bullhead","warm",14.8013101,2.11447287
"1244","July",1998,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.50062077,0.07151725
"1245","April",1999,"Shark","Ameiurus natalis","Yellow bullhead","warm",53.10452076,7.58636011
"1246","December",1999,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.167068505,0.02386693
"1247","July",1999,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.62669228,0.08952747
"1248","October",1999,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.27845678,0.03977954
"1249","April",2000,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.34449785,0.04921398
"1250","December",2000,"Shark","Ameiurus natalis","Yellow bullhead","warm",1.53060926666667,0.218658465
"1251","February",2000,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.23727663,0.03389666
"1252","July",2000,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.44302153,0.06328879
"1253","October",2000,"Shark","Ameiurus natalis","Yellow bullhead","warm",6.4912063125,0.9273151875
"1254","December",2001,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.1988262625,0.0284037525
"1255","February",2001,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.214299005,0.030614145
"1256","September",2001,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.00918712,0.00131245
"1257","April",2002,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.35737855,0.05105408
"1258","December",2002,"Shark","Ameiurus natalis","Yellow bullhead","warm",1.242792394,0.17754177
"1259","July",2002,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.01224274,0.00174896
"1260","October",2002,"Shark","Ameiurus natalis","Yellow bullhead","warm",1.51831851666667,0.216902646666667
"1261","April",2003,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.66608525,0.095155035
"1262","December",2003,"Shark","Ameiurus natalis","Yellow bullhead","warm",4.061959555,0.580279935
"1263","July",2003,"Shark","Ameiurus natalis","Yellow bullhead","warm",1.72583068,0.24654724
"1264","October",2003,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.10423009,0.0148900133333333
"1265","April",2004,"Shark","Ameiurus natalis","Yellow bullhead","warm",7.91072106,1.13010301
"1266","February",2004,"Shark","Ameiurus natalis","Yellow bullhead","warm",5.117916066,0.731130868
"1267","July",2004,"Shark","Ameiurus natalis","Yellow bullhead","warm",6.06892981,0.86698997
"1268","October",2004,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.13668465,0.01952638
"1269","April",2005,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.54066695,0.10813339
"1270","February",2005,"Shark","Ameiurus natalis","Yellow bullhead","warm",0.02438481,0.00348354
"1271","October",1996,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.08039323,0.01148475
"1272","April",1997,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.44412081,0.06344583
"1273","February",1997,"Taylor","Ameiurus natalis","Yellow bullhead","warm",6.06892981,0.86698997
"1274","April",1998,"Taylor","Ameiurus natalis","Yellow bullhead","warm",1.91236947,0.27319564
"1275","February",1998,"Taylor","Ameiurus natalis","Yellow bullhead","warm",1.01331499,0.14475928
"1276","April",1999,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.18449795,0.03689959
"1277","December",2000,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.02059469,0.0029421
"1278","October",2000,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.23739857,0.033914085
"1279","February",2002,"Taylor","Ameiurus natalis","Yellow bullhead","warm",10.09488665,1.44212666
"1280","July",2003,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.119181115,0.017025875
"1281","October",2003,"Taylor","Ameiurus natalis","Yellow bullhead","warm",0.50949895,0.07278556
